Subject,Age,FirstLanguage,Handedness,OtherLang,Sex,Block,CONDITION,COMPREHEND,Comprehension.ACC,Comprehension.RT,CRITICAL,Type,ITEM,NEAR,FAR,SAME,Sent.RT,SoundOut1.ACC,SoundOut1.RT,,,,,,,FARSOUND,,MASTER,MASTER.Cycle,MASTER.Sample,,NEARSOUND,NORESP,PFILL,Procedure,RESPONSE,Running,,SENT,Sent.ACC,Sent.CRESP,Sent.DurationError,Sent.OnsetDelay,Sent.OnsetTime,Sent.RESP,,Sent.RTTime,SFILL,SOUNDFILE,,SoundOut1.CRESP,SoundOut1.RESP,,SoundOut1.RTTime,SoundOut1.Tag
13,19,english,left,"chinese, japanese",male,32,NEAR/LOUD,,1,0,16,CRITICAL,16,You are standing next to a construction worker using a jackhammer.,"Somewhere far away from you, a construction worker is using a jackhammer.",SAME,2945,1,705,,,,,,,CRITICALS/FAR/CRITICAL_16_FAR.wav,,1,1,32,,CRITICALS/NEAR/CRITICAL_16_NEAR.wav,,,MAIN,j,MASTER,,You are standing next to a construction worker using a jackhammer.,0,,-999999,6,370274,{SPACE},,373219,,CRITICALS/NEAR/CRITICAL_16_NEAR.wav,,j,j,,374138,
13,19,english,left,"chinese, japanese",male,33,NEAR/LOUD,Are you touching the cow?,0,1486,7,CRITICAL,7,"While you're milking the cow, it starts mooing.","Across the field, the cow starts mooing.",SAME,2316,1,603,,,,,,,CRITICALS/FAR/CRITICAL_07_FAR.wav,,1,1,33,,CRITICALS/NEAR/CRITICAL_07_NEAR.wav,,,MAIN,j,MASTER,,"While you're milking the cow, it starts mooing.",0,,-999999,6,374672,{SPACE},,376988,,CRITICALS/NEAR/CRITICAL_07_NEAR.wav,,j,j,,377807,
13,19,english,left,"chinese, japanese",male,34,FAR/QUIET,,1,0,10,CRITICAL,10,You step into the chicken coop and a rooster crows.,"Early in the morning, the rooster down the hill crows.",SAME,4149,1,972,,,,,,,CRITICALS/FAR/CRITICAL_10_FAR.wav,,4,1,34,,CRITICALS/NEAR/CRITICAL_10_NEAR.wav,,,MAIN,j,MASTER,,"Early in the morning, the rooster down the hill crows.",0,,-999999,7,379817,{SPACE},,383966,,CRITICALS/FAR/CRITICAL_10_FAR.wav,,j,j,,385160,
13,19,english,left,"chinese, japanese",male,35,FAR/LOUD,Did you open a can of soda slowly?,1,1513,23,CRITICAL,23,You quickly open the can of soda.,"Across the bar, a man quickly opens a can of soda.",DIFF,3134,1,864,,,,,,,CRITICALS/FAR/CRITICAL_23_FAR.wav,,3,1,35,,CRITICALS/NEAR/CRITICAL_23_NEAR.wav,,,MAIN,j,MASTER,,"Across the bar, a man quickly opens a can of soda.",0,,-999999,6,385707,{SPACE},,388841,,CRITICALS/NEAR/CRITICAL_23_NEAR.wav,,j,j,,389930,
13,19,english,left,"chinese, japanese",male,36,,,1,0,,FILLER,NO19,,,,3920,1,1259,,,,,,,,,5,1,36,,,19,NORSP/NORSP_19.wav,MAIN,k,MASTER,,"While you are cooking, the pleasing sound of the frying food makes you hungry.",0,,-999999,7,391958,{SPACE},,395878,"While you are cooking, the pleasing sound of the frying food makes you hungry.",NORSP/NORSP_19.wav,,k,k,,397361,
13,19,english,left,"chinese, japanese",male,37,NEAR/LOUD,,1,0,1,CRITICAL,1,"Right next to you, someone fires a handgun.",Someone fires a handgun in the distance.,SAME,1376,1,582,,,,,,,CRITICALS/FAR/CRITICAL_01_FAR.wav,,1,1,37,,CRITICALS/NEAR/CRITICAL_01_NEAR.wav,,,MAIN,j,MASTER,,"Right next to you, someone fires a handgun.",0,,-999999,7,397902,{SPACE},,399278,,CRITICALS/NEAR/CRITICAL_01_NEAR.wav,,j,j,,400083,
13,19,english,left,"chinese, japanese",male,38,,Are you in a warehouse?,1,1355,,FILLER,NO24,,,,2388,1,883,,,,,,,,,5,1,38,,,24,NORSP/NORSP_24.wav,MAIN,k,MASTER,,"At the other end of the office, you notice a computer producing a loud beep.",0,,-999999,6,400620,{SPACE},,403008,"At the other end of the office, you notice a computer producing a loud beep.",NORSP/NORSP_24.wav,,k,k,,404116,
13,19,english,left,"chinese, japanese",male,39,FAR/LOUD,Are you in nature?,1,1522,24,CRITICAL,24,"As you walk through the forest, branches crack under your feet.","Somewhere off in the forest, branches are cracking under someone's feet.",DIFF,2676,1,1014,,,,,,,CRITICALS/FAR/CRITICAL_24_FAR.wav,,3,1,39,,CRITICALS/NEAR/CRITICAL_24_NEAR.wav,,,MAIN,j,MASTER,,"Somewhere off in the forest, branches are cracking under someone's feet.",0,,-999999,6,405991,{SPACE},,408667,,CRITICALS/NEAR/CRITICAL_24_NEAR.wav,,j,j,,409897,
13,19,english,left,"chinese, japanese",male,40,,,1,0,,FILLER,NO06,,,,2533,0,1509,,,,,,,,,5,1,40,,,6,NORSP/NORSP_06.wav,MAIN,k,MASTER,,You step inside the shower and listen to the water cascading over you.,0,,-999999,7,411949,{SPACE},,414482,You step inside the shower and listen to the water cascading over you.,NORSP/NORSP_06.wav,,k,j,,416216,
13,19,english,left,"chinese, japanese",male,41,,,1,0,,FILLER,NO07,,,,2577,1,678,,,,,,,,,5,1,41,,,7,NORSP/NORSP_07.wav,MAIN,k,MASTER,,"While washing the dishes, you turn on the garbage disposal.",0,,-999999,7,416760,{SPACE},,419337,"While washing the dishes, you turn on the garbage disposal.",NORSP/NORSP_07.wav,,k,k,,420236,
13,19,english,left,"chinese, japanese",male,42,,,1,0,,FILLER,NO04,,,,3677,1,872,,,,,,,,,5,1,42,,,4,NORSP/NORSP_04.wav,MAIN,k,MASTER,,"As you are touring the ranch, the cowboy guide next to you cracks his whip.",0,,-999999,6,420771,{SPACE},,424448,"As you are touring the ranch, the cowboy guide next to you cracks his whip.",NORSP/NORSP_04.wav,,k,k,,425535,
13,19,english,left,"chinese, japanese",male,43,,,1,0,,FILLER,NO02,,,,2374,1,868,,,,,,,,,5,1,43,,,2,NORSP/NORSP_02.wav,MAIN,k,MASTER,,Your friend leaves the room and accidently slams the door right in your face.,0,,-999999,6,426075,{SPACE},,428449,Your friend leaves the room and accidently slams the door right in your face.,NORSP/NORSP_02.wav,,k,k,,429542,
13,19,english,left,"chinese, japanese",male,44,,,1,0,,FILLER,NO12,,,,2654,1,733,,,,,,,,,5,1,44,,,12,NORSP/NORSP_12.wav,MAIN,k,MASTER,,You step inside the shower and listen to the water cascading over you.,0,,-999999,6,430087,{SPACE},,432741,You step inside the shower and listen to the water cascading over you.,NORSP/NORSP_12.wav,,k,k,,433699,
13,19,english,left,"chinese, japanese",male,45,NEAR/QUIET,,1,0,12,CRITICAL,12,You are drilling a screw into the wall with the power drill.,The construction worker across the street is using a power drill.,DIFF,2945,1,920,,,,,,,CRITICALS/FAR/CRITICAL_12_FAR.wav,,2,1,45,,CRITICALS/NEAR/CRITICAL_12_NEAR.wav,,,MAIN,j,MASTER,,You are drilling a screw into the wall with the power drill.,0,,-999999,6,434245,{SPACE},,437190,,CRITICALS/FAR/CRITICAL_12_FAR.wav,,j,j,,438324,
13,19,english,left,"chinese, japanese",male,46,,Is the screaming kid close to you?,1,2069,,FILLER,NO22,,,,1719,1,808,,,,,,,,,5,1,46,,,22,NORSP/NORSP_22.wav,MAIN,k,MASTER,,From the other end of the hall you hear a kid scream.,0,,-999999,7,438870,{SPACE},,440589,From the other end of the hall you hear a kid scream.,NORSP/NORSP_22.wav,,k,k,,441623,
13,19,english,left,"chinese, japanese",male,47,,,1,0,,FILLER,NO08,,,,3698,1,818,,,,,,,,,5,1,47,,,8,NORSP/NORSP_08.wav,MAIN,k,MASTER,,You are standing next to the loud coffee grinder as it turns on.,0,,-999999,7,444214,{SPACE},,447912,You are standing next to the loud coffee grinder as it turns on.,NORSP/NORSP_08.wav,,k,k,,448950,
13,19,english,left,"chinese, japanese",male,48,NEAR/QUIET,,1,0,8,CRITICAL,8,You are standing right in the middle of the applauding audience.,"From outside, you know the concert is over because the audience is applauding.",DIFF,2228,1,1125,,,,,,,CRITICALS/FAR/CRITICAL_08_FAR.wav,,2,1,48,,CRITICALS/NEAR/CRITICAL_08_NEAR.wav,,,MAIN,j,MASTER,,You are standing right in the middle of the applauding audience.,0,,-999999,6,449491,{SPACE},,451719,,CRITICALS/FAR/CRITICAL_08_FAR.wav,,j,j,,453069,
14,18,English,left,0,female,1,FAR/LOUD,,1,0,18,CRITICAL,18,"Right next to you, a machine gun is firing.","In the distance, a machine gun is firing.",DIFF,2397,1,794,,,,,,,CRITICALS/FAR/CRITICAL_18_FAR.wav,,3,1,1,,CRITICALS/NEAR/CRITICAL_18_NEAR.wav,,,MAIN,j,MASTER,,"In the distance, a machine gun is firing.",0,,-999999,3,173519,{SPACE},,175916,,CRITICALS/NEAR/CRITICAL_18_NEAR.wav,,j,j,,176926,
14,18,English,left,0,female,2,,Is there a concert?,0,2016,,FILLER,NO17,,,,3098,1,1251,,,,,,,,,5,1,2,,,17,NORSP/NORSP_17.wav,MAIN,k,MASTER,,"Sitting in the auditorium, you are listening to the brass band play.",0,,-999999,6,177464,{SPACE},,180562,"Sitting in the auditorium, you are listening to the brass band play.",NORSP/NORSP_17.wav,,k,k,,182034,
14,18,English,left,0,female,3,NEAR/LOUD,Are you holding a bottle in your hand?,1,1954,5,CRITICAL,5,You hold the champagne bottle in your hand and pop it open.,"At the opposite end of the restaurant, someone pops a champagne bottle up.",SAME,3146,1,476,,,,,,,CRITICALS/FAR/CRITICAL_05_FAR.wav,,1,1,3,,CRITICALS/NEAR/CRITICAL_05_NEAR.wav,,,MAIN,j,MASTER,,You hold the champagne bottle in your hand and pop it open.,0,,-999999,6,184568,{SPACE},,187714,,CRITICALS/NEAR/CRITICAL_05_NEAR.wav,,j,j,,188416,
14,18,English,left,0,female,4,FAR/LOUD,Are you touching the cow?,1,1383,7,CRITICAL,7,"While you're milking the cow, it starts mooing.","Across the field, the cow starts mooing.",DIFF,3943,1,558,,,,,,,CRITICALS/FAR/CRITICAL_07_FAR.wav,,3,1,4,,CRITICALS/NEAR/CRITICAL_07_NEAR.wav,,,MAIN,j,MASTER,,"Across the field, the cow starts mooing.",0,,-999999,6,190885,{SPACE},,194828,,CRITICALS/NEAR/CRITICAL_07_NEAR.wav,,j,j,,195602,
14,18,English,left,0,female,5,,,1,0,,FILLER,NO19,,,,6450,1,896,,,,,,,,,5,1,5,,,19,NORSP/NORSP_19.wav,MAIN,k,MASTER,,"While you are cooking, the pleasing sound of the frying food makes you hungry.",0,,-999999,7,197496,{SPACE},,203946,"While you are cooking, the pleasing sound of the frying food makes you hungry.",NORSP/NORSP_19.wav,,k,k,,205069,
14,18,English,left,0,female,6,FAR/LOUD,,1,0,19,CRITICAL,19,The sheep walks up to you and bleats.,The sheep wanders to the other side of the hill from you and bleats.,DIFF,3173,1,726,,,,,,,CRITICALS/FAR/CRITICAL_19_FAR.wav,,3,1,6,,CRITICALS/NEAR/CRITICAL_19_NEAR.wav,,,MAIN,j,MASTER,,The sheep wanders to the other side of the hill from you and bleats.,0,,-999999,6,205612,{SPACE},,208785,,CRITICALS/NEAR/CRITICAL_19_NEAR.wav,,j,j,,209737,
14,18,English,left,0,female,7,NEAR/LOUD,,1,0,17,CRITICAL,17,"As you walk up to the door, someone knocks on it.",You're sitting upstairs when someone knocks at the front door.,SAME,2421,1,599,,,,,,,CRITICALS/FAR/CRITICAL_17_FAR.wav,,1,1,7,,CRITICALS/NEAR/CRITICAL_17_NEAR.wav,,,MAIN,j,MASTER,,"As you walk up to the door, someone knocks on it.",0,,-999999,6,210277,{SPACE},,212698,,CRITICALS/NEAR/CRITICAL_17_NEAR.wav,,j,j,,213515,
14,18,English,left,0,female,8,FAR/LOUD,Is the toilet above you?,1,1441,21,CRITICAL,21,You stand in front of the toilet and flush it.,Someone upstairs flushes the toilet.,DIFF,1022,1,517,,,,,,,CRITICALS/FAR/CRITICAL_21_FAR.wav,,3,1,8,,CRITICALS/NEAR/CRITICAL_21_NEAR.wav,,,MAIN,j,MASTER,,Someone upstairs flushes the toilet.,0,,-999999,7,214049,{SPACE},,215071,,CRITICALS/NEAR/CRITICAL_21_NEAR.wav,,j,j,,215805,
14,18,English,left,0,female,9,,Were you about to arrive?,1,2068,,FILLER,NO18,,,,2623,1,656,,,,,,,,,5,1,9,,,18,NORSP/NORSP_18.wav,MAIN,k,MASTER,,You were just about to leave when you hear a friend call your name.,0,,-999999,6,217767,{SPACE},,220390,You were just about to leave when you hear a friend call your name.,NORSP/NORSP_18.wav,,k,k,,221262,
14,18,English,left,0,female,10,,Is the screaming kid close to you?,1,1147,,FILLER,NO22,,,,2065,1,544,,,,,,,,,5,1,10,,,22,NORSP/NORSP_22.wav,MAIN,k,MASTER,,From the other end of the hall you hear a kid scream.,0,,-999999,6,223858,{SPACE},,225923,From the other end of the hall you hear a kid scream.,NORSP/NORSP_22.wav,,k,k,,226681,
14,18,English,left,0,female,11,,,1,0,,FILLER,NO03,,,,2510,1,1057,,,,,,,,,5,1,11,,,3,NORSP/NORSP_03.wav,MAIN,k,MASTER,,"While riding a bus, you suddenly hear another passenger shout ""Help!""",0,,-999999,6,228349,{SPACE},,230859,"While riding a bus, you suddenly hear another passenger shout ""Help!""",NORSP/NORSP_03.wav,,k,k,,232139,
14,18,English,left,0,female,12,,,1,0,,FILLER,NO12,,,,1474,1,696,,,,,,,,,5,1,12,,,12,NORSP/NORSP_12.wav,MAIN,k,MASTER,,You step inside the shower and listen to the water cascading over you.,0,,-999999,6,232681,{SPACE},,234155,You step inside the shower and listen to the water cascading over you.,NORSP/NORSP_12.wav,,k,k,,235070,
14,18,English,left,0,female,13,,Is the sound of the drill quiet?,0,2996,,FILLER,NO23,,,,1337,1,596,,,,,,,,,5,1,13,,,23,NORSP/NORSP_23.wav,MAIN,k,MASTER,,The sound of the dentist's drill is deafening.,0,,-999999,6,235613,{SPACE},,236950,The sound of the dentist's drill is deafening.,NORSP/NORSP_23.wav,,k,k,,237768,
14,18,English,left,0,female,14,FAR/QUIET,,1,0,4,CRITICAL,4,"As you are petting the cat, it meows.",A cat somewhere in your neighbor's yard meows.,SAME,1034,1,864,,,,,,,CRITICALS/FAR/CRITICAL_04_FAR.wav,,4,1,14,,CRITICALS/NEAR/CRITICAL_04_NEAR.wav,,,MAIN,j,MASTER,,A cat somewhere in your neighbor's yard meows.,0,,-999999,6,241277,{SPACE},,242311,,CRITICALS/FAR/CRITICAL_04_FAR.wav,,j,j,,243394,
14,18,English,left,0,female,15,,,1,0,,FILLER,NO10,,,,1773,1,588,,,,,,,,,5,1,15,,,10,NORSP/NORSP_10.wav,MAIN,k,MASTER,,Your father uses the dishwasher in the kitchen.,0,,-999999,7,243930,{SPACE},,245703,Your father uses the dishwasher in the kitchen.,NORSP/NORSP_10.wav,,k,k,,246517,
14,18,English,left,0,female,16,,,1,0,,FILLER,NO21,,,,1089,1,1395,,,,,,,,,5,1,16,,,21,NORSP/NORSP_21.wav,MAIN,k,MASTER,,"Somewhere down the hill, you hear a bike bell ring.",0,,-999999,7,247062,{SPACE},,248151,"Somewhere down the hill, you hear a bike bell ring.",NORSP/NORSP_21.wav,,k,k,,249763,
14,18,English,left,0,female,17,,,1,0,,FILLER,NO07,,,,1155,1,850,,,,,,,,,5,1,17,,,7,NORSP/NORSP_07.wav,MAIN,k,MASTER,,"While washing the dishes, you turn on the garbage disposal.",0,,-999999,6,250300,{SPACE},,251455,"While washing the dishes, you turn on the garbage disposal.",NORSP/NORSP_07.wav,,k,k,,252523,
14,18,English,left,0,female,18,FAR/QUIET,,1,0,10,CRITICAL,10,You step into the chicken coop and a rooster crows.,"Early in the morning, the rooster down the hill crows.",SAME,1329,1,810,,,,,,,CRITICALS/FAR/CRITICAL_10_FAR.wav,,4,1,18,,CRITICALS/NEAR/CRITICAL_10_NEAR.wav,,,MAIN,j,MASTER,,"Early in the morning, the rooster down the hill crows.",0,,-999999,6,253059,{SPACE},,254388,,CRITICALS/FAR/CRITICAL_10_FAR.wav,,j,j,,255415,
14,18,English,left,0,female,19,,,1,0,,FILLER,NO01,,,,1214,1,649,,,,,,,,,5,1,19,,,1,NORSP/NORSP_01.wav,MAIN,k,MASTER,,Right at your feet a fire cracker explodes.,0,,-999999,6,255951,{SPACE},,257165,Right at your feet a fire cracker explodes.,NORSP/NORSP_01.wav,,k,k,,258039,
14,18,English,left,0,female,20,,,1,0,,FILLER,NO05,,,,1381,1,856,,,,,,,,,5,1,20,,,5,NORSP/NORSP_05.wav,MAIN,k,MASTER,,"As you are petting the donkey, it goes ""hee-haw"".",0,,-999999,7,258577,{SPACE},,259958,"As you are petting the donkey, it goes ""hee-haw"".",NORSP/NORSP_05.wav,,k,k,,261032,
14,18,English,left,0,female,21,NEAR/LOUD,,1,0,12,CRITICAL,12,You are drilling a screw into the wall with the power drill.,The construction worker across the street is using a power drill.,SAME,973,1,636,,,,,,,CRITICALS/FAR/CRITICAL_12_FAR.wav,,1,1,21,,CRITICALS/NEAR/CRITICAL_12_NEAR.wav,,,MAIN,j,MASTER,,You are drilling a screw into the wall with the power drill.,0,,-999999,6,261575,{SPACE},,262548,,CRITICALS/NEAR/CRITICAL_12_NEAR.wav,,j,j,,263411,
14,18,English,left,0,female,22,,Are you in a warehouse?,1,3762,,FILLER,NO24,,,,1484,1,535,,,,,,,,,5,1,22,,,24,NORSP/NORSP_24.wav,MAIN,k,MASTER,,"At the other end of the office, you notice a computer producing a loud beep.",0,,-999999,7,263948,{SPACE},,265432,"At the other end of the office, you notice a computer producing a loud beep.",NORSP/NORSP_24.wav,,k,k,,266189,
14,18,English,left,0,female,23,,,1,0,,FILLER,NO08,,,,2741,1,2411,,,,,,,,,5,1,23,,,8,NORSP/NORSP_08.wav,MAIN,k,MASTER,,You are standing next to the loud coffee grinder as it turns on.,0,,-999999,6,270478,{SPACE},,273219,You are standing next to the loud coffee grinder as it turns on.,NORSP/NORSP_08.wav,,k,k,,275848,
14,18,English,left,0,female,24,,,1,0,,FILLER,NO09,,,,1677,1,732,,,,,,,,,5,1,24,,,9,NORSP/NORSP_09.wav,MAIN,k,MASTER,,"At the other end of the room, your friend snaps his fingers three times.",0,,-999999,6,276382,{SPACE},,278059,"At the other end of the room, your friend snaps his fingers three times.",NORSP/NORSP_09.wav,,k,k,,279007,
14,18,English,left,0,female,25,FAR/QUIET,,1,0,20,CRITICAL,20,"As you hold the frog in your hands, it starts to croak.","At the other end of the pond, a frog starts to croak.",SAME,1049,1,785,,,,,,,CRITICALS/FAR/CRITICAL_20_FAR.wav,,4,1,25,,CRITICALS/NEAR/CRITICAL_20_NEAR.wav,,,MAIN,j,MASTER,,"At the other end of the pond, a frog starts to croak.",0,,-999999,6,279554,{SPACE},,280603,,CRITICALS/FAR/CRITICAL_20_FAR.wav,,j,j,,281606,
14,18,English,left,0,female,26,,,1,0,,FILLER,NO04,,,,2029,0,1417,,,,,,,,,5,1,26,,,4,NORSP/NORSP_04.wav,MAIN,k,MASTER,,"As you are touring the ranch, the cowboy guide next to you cracks his whip.",0,,-999999,7,282140,{SPACE},,284169,"As you are touring the ranch, the cowboy guide next to you cracks his whip.",NORSP/NORSP_04.wav,,k,j,,285809,
14,18,English,left,0,female,27,NEAR/QUIET,Did the clock strike a full hour?,1,1490,9,CRITICAL,9,The cuckoo-clock right above you strikes midnight.,"From the far end of the garden, you hear the cuckoo-clock strike 12.",DIFF,1076,1,969,,,,,,,CRITICALS/FAR/CRITICAL_09_FAR.wav,,2,1,27,,CRITICALS/NEAR/CRITICAL_09_NEAR.wav,,,MAIN,j,MASTER,,The cuckoo-clock right above you strikes midnight.,0,,-999999,6,286351,{SPACE},,287427,,CRITICALS/FAR/CRITICAL_09_FAR.wav,,j,j,,288613,
14,18,English,left,0,female,28,FAR/QUIET,,1,0,15,CRITICAL,15,"While you're horseback-riding, your horse neighs.","At the other end of the field, a horse neighs.",SAME,766,1,844,,,,,,,CRITICALS/FAR/CRITICAL_15_FAR.wav,,4,1,28,,CRITICALS/NEAR/CRITICAL_15_NEAR.wav,,,MAIN,j,MASTER,,"At the other end of the field, a horse neighs.",0,,-999999,6,290616,{SPACE},,291382,,CRITICALS/FAR/CRITICAL_15_FAR.wav,,j,j,,292447,
14,18,English,left,0,female,29,NEAR/QUIET,Are you woken up by the blender?,1,1503,3,CRITICAL,3,"In the kitchen, you're using the blender to make a smoothie.",You're woken up by your mum downstairs using the blender.,DIFF,809,0,2932,,,,,,,CRITICALS/FAR/CRITICAL_03_FAR.wav,,2,1,29,,CRITICALS/NEAR/CRITICAL_03_NEAR.wav,,,MAIN,j,MASTER,,"In the kitchen, you're using the blender to make a smoothie.",0,,-999999,7,292989,{SPACE},,293798,,CRITICALS/FAR/CRITICAL_03_FAR.wav,,j,k,,296947,
14,18,English,left,0,female,30,,Are you close to water?,1,1801,,FILLER,NO15,,,,2576,1,1074,,,,,,,,,5,1,30,,,15,NORSP/NORSP_15.wav,MAIN,k,MASTER,,You are standing on the beach and listening to the sound of the ocean.,0,,-999999,7,298973,{SPACE},,301549,You are standing on the beach and listening to the sound of the ocean.,NORSP/NORSP_15.wav,,k,k,,302846,
14,18,English,left,0,female,31,FAR/LOUD,,1,0,22,CRITICAL,22,You stand next to the waterfall as the water cascades down.,"You stand across the valley from the waterfall, as the water cascades down.",DIFF,1256,1,666,,,,,,,CRITICALS/FAR/CRITICAL_22_FAR.wav,,3,1,31,,CRITICALS/NEAR/CRITICAL_22_NEAR.wav,,,MAIN,j,MASTER,,"You stand across the valley from the waterfall, as the water cascades down.",0,,-999999,6,305170,{SPACE},,306426,,CRITICALS/NEAR/CRITICAL_22_NEAR.wav,,j,j,,307316,
14,18,English,left,0,female,32,NEAR/LOUD,,1,0,8,CRITICAL,8,You are standing right in the middle of the applauding audience.,"From outside, you know the concert is over because the audience is applauding.",SAME,858,1,958,,,,,,,CRITICALS/FAR/CRITICAL_08_FAR.wav,,1,1,32,,CRITICALS/NEAR/CRITICAL_08_NEAR.wav,,,MAIN,j,MASTER,,You are standing right in the middle of the applauding audience.,0,,-999999,6,307862,{SPACE},,308720,,CRITICALS/NEAR/CRITICAL_08_NEAR.wav,,j,j,,309900,
14,18,English,left,0,female,33,NEAR/QUIET,Did you open a can of soda slowly?,0,956,23,CRITICAL,23,You quickly open the can of soda.,"Across the bar, a man quickly opens a can of soda.",DIFF,850,1,670,,,,,,,CRITICALS/FAR/CRITICAL_23_FAR.wav,,2,1,33,,CRITICALS/NEAR/CRITICAL_23_NEAR.wav,,,MAIN,j,MASTER,,You quickly open the can of soda.,0,,-999999,7,310435,{SPACE},,311285,,CRITICALS/FAR/CRITICAL_23_FAR.wav,,j,j,,312171,
14,18,English,left,0,female,34,NEAR/QUIET,,1,0,14,CRITICAL,14,The Harley Davidson right in front of you is rumbling.,"Blocks away, a Harley Davidson is rumbling.",DIFF,1244,1,1766,,,,,,,CRITICALS/FAR/CRITICAL_14_FAR.wav,,2,1,34,,CRITICALS/NEAR/CRITICAL_14_NEAR.wav,,,MAIN,j,MASTER,,The Harley Davidson right in front of you is rumbling.,0,,-999999,7,313647,{SPACE},,314891,,CRITICALS/FAR/CRITICAL_14_FAR.wav,,j,j,,316879,
14,18,English,left,0,female,35,NEAR/LOUD,,1,0,16,CRITICAL,16,You are standing next to a construction worker using a jackhammer.,"Somewhere far away from you, a construction worker is using a jackhammer.",SAME,1810,1,677,,,,,,,CRITICALS/FAR/CRITICAL_16_FAR.wav,,1,1,35,,CRITICALS/NEAR/CRITICAL_16_NEAR.wav,,,MAIN,j,MASTER,,You are standing next to a construction worker using a jackhammer.,0,,-999999,6,317418,{SPACE},,319228,,CRITICALS/NEAR/CRITICAL_16_NEAR.wav,,j,j,,320121,
14,18,English,left,0,female,36,FAR/QUIET,,1,0,1,CRITICAL,1,"Right next to you, someone fires a handgun.",Someone fires a handgun in the distance.,SAME,826,1,590,,,,,,,CRITICALS/FAR/CRITICAL_01_FAR.wav,,4,1,36,,CRITICALS/NEAR/CRITICAL_01_NEAR.wav,,,MAIN,j,MASTER,,Someone fires a handgun in the distance.,0,,-999999,7,320657,{SPACE},,321483,,CRITICALS/FAR/CRITICAL_01_FAR.wav,,j,j,,322300,
14,18,English,left,0,female,37,,,1,0,,FILLER,NO06,,,,1146,0,3017,,,,,,,,,5,1,37,,,6,NORSP/NORSP_06.wav,MAIN,k,MASTER,,You step inside the shower and listen to the water cascading over you.,0,,-999999,7,322843,{SPACE},,323989,You step inside the shower and listen to the water cascading over you.,NORSP/NORSP_06.wav,,k,j,,327232,
14,18,English,left,0,female,38,,Are you in the mountains?,1,1324,,FILLER,NO16,,,,2019,1,1765,,,,,,,,,5,1,38,,,16,NORSP/NORSP_16.wav,MAIN,k,MASTER,,You are hiking along the ridge - enjoying the sound of silence.,0,,-999999,7,327774,{SPACE},,329793,You are hiking along the ridge - enjoying the sound of silence.,NORSP/NORSP_16.wav,,k,k,,331778,
14,18,English,left,0,female,39,FAR/QUIET,Is the dog growling?,1,1198,11,CRITICAL,11,"Right next to you, the dog is barking.","In your neighbor's yard, a dog is barking.",SAME,602,1,745,,,,,,,CRITICALS/FAR/CRITICAL_11_FAR.wav,,4,1,39,,CRITICALS/NEAR/CRITICAL_11_NEAR.wav,,,MAIN,j,MASTER,,"In your neighbor's yard, a dog is barking.",0,,-999999,7,333625,{SPACE},,334227,,CRITICALS/FAR/CRITICAL_11_FAR.wav,,j,j,,335196,
14,18,English,left,0,female,40,,,1,0,,FILLER,NO14,,,,2614,1,1150,,,,,,,,,5,1,40,,,14,NORSP/NORSP_14.wav,MAIN,k,MASTER,,"When you put your headphones on, you realize that the song is far too loud.",0,,-999999,6,336903,{SPACE},,339517,"When you put your headphones on, you realize that the song is far too loud.",NORSP/NORSP_14.wav,,k,k,,340892,
14,18,English,left,0,female,41,FAR/LOUD,,1,0,13,CRITICAL,13,You are using a hammer to pound a nail into the wall.,A construction worker down the hall pounds a nail into the wall.,DIFF,1339,1,733,,,,,,,CRITICALS/FAR/CRITICAL_13_FAR.wav,,3,1,41,,CRITICALS/NEAR/CRITICAL_13_NEAR.wav,,,MAIN,j,MASTER,,A construction worker down the hall pounds a nail into the wall.,0,,-999999,7,341435,{SPACE},,342774,,CRITICALS/NEAR/CRITICAL_13_NEAR.wav,,j,j,,343727,
14,18,English,left,0,female,42,,,1,0,,FILLER,NO20,,,,1393,1,2291,,,,,,,,,5,1,42,,,20,NORSP/NORSP_20.wav,MAIN,k,MASTER,,You hear somebody spraying graffiti right around the corner.,0,,-999999,7,344274,{SPACE},,345667,You hear somebody spraying graffiti right around the corner.,NORSP/NORSP_20.wav,,k,k,,348177,
14,18,English,left,0,female,43,NEAR/QUIET,,1,0,2,CRITICAL,2,You hear the baby crying in the crib right in front of you.,"In the day-care centre down the hall, you hear a baby crying.",DIFF,618,1,1484,,,,,,,CRITICALS/FAR/CRITICAL_02_FAR.wav,,2,1,43,,CRITICALS/NEAR/CRITICAL_02_NEAR.wav,,,MAIN,j,MASTER,,You hear the baby crying in the crib right in front of you.,0,,-999999,7,348712,{SPACE},,349330,,CRITICALS/FAR/CRITICAL_02_FAR.wav,,j,j,,351035,
14,18,English,left,0,female,44,NEAR/LOUD,Are you in nature?,1,1128,24,CRITICAL,24,"As you walk through the forest, branches crack under your feet.","Somewhere off in the forest, branches are cracking under someone's feet.",SAME,1049,1,1576,,,,,,,CRITICALS/FAR/CRITICAL_24_FAR.wav,,1,1,44,,CRITICALS/NEAR/CRITICAL_24_NEAR.wav,,,MAIN,j,MASTER,,"As you walk through the forest, branches crack under your feet.",0,,-999999,6,351577,{SPACE},,352626,,CRITICALS/NEAR/CRITICAL_24_NEAR.wav,,j,j,,354419,
