,index,response,rt,ppt_idx,accuracy,match,sent_condition,media_condition,item,object,list,ppt_id
2996,29,2,0.982,30,1,match,b,b,1,Axe,4,4_30
2997,30,2,0.653,31,1,match,b,b,1,Axe,4,4_31
2998,31,2,0.724,32,1,match,b,b,1,Axe,4,4_32
2999,32,2,0.146,33,1,match,b,b,1,Axe,4,4_33
3000,33,2,0.757,34,1,match,b,b,1,Axe,4,4_34
3001,34,2,0.516,35,1,match,b,b,1,Axe,4,4_35
3002,35,2,0.672,36,1,match,b,b,1,Axe,4,4_36
3003,36,2,1.428,37,1,match,b,b,1,Axe,4,4_37
3004,37,2,0.784,38,1,match,b,b,1,Axe,4,4_38
3005,38,2,1.721,39,1,match,b,b,1,Axe,4,4_39
3006,39,2,0.422,40,1,match,b,b,1,Axe,4,4_40
3007,40,2,1.394,41,1,match,b,b,1,Axe,4,4_41
3008,41,2,0.499,42,1,match,b,b,1,Axe,4,4_42
3009,42,2,0.498,43,1,match,b,b,1,Axe,4,4_43
3010,0,2,1.355,1,1,match,b,b,12,Glass,4,4_1
3011,1,2,1.479,2,1,match,b,b,12,Glass,4,4_2
3012,2,2,0.941,3,1,match,b,b,12,Glass,4,4_3
3013,3,2,0.552,4,1,match,b,b,12,Glass,4,4_4
3014,4,2,1.491,5,1,match,b,b,12,Glass,4,4_5
3015,5,2,0.525,6,1,match,b,b,12,Glass,4,4_6
3016,6,2,1.111,7,1,match,b,b,12,Glass,4,4_7
3017,7,2,1.16,8,1,match,b,b,12,Glass,4,4_8
3018,8,2,0.878,9,1,match,b,b,12,Glass,4,4_9
3019,9,2,1.363,10,1,match,b,b,12,Glass,4,4_10
3020,10,2,4.077,11,1,match,b,b,12,Glass,4,4_11
3021,11,2,1.102,12,1,match,b,b,12,Glass,4,4_12
3022,12,2,1.422,13,1,match,b,b,12,Glass,4,4_13
3023,13,2,0.669,14,1,match,b,b,12,Glass,4,4_14
3024,14,2,1.446,15,1,match,b,b,12,Glass,4,4_15
3025,15,2,0.825,16,1,match,b,b,12,Glass,4,4_16
3026,16,2,0.586,17,1,match,b,b,12,Glass,4,4_17
3027,17,2,0.987,18,1,match,b,b,12,Glass,4,4_18
3028,18,2,0.855,19,1,match,b,b,12,Glass,4,4_19
3029,19,2,1.653,20,1,match,b,b,12,Glass,4,4_20
3030,20,2,1.854,21,1,match,b,b,12,Glass,4,4_21
3031,21,2,0.961,22,1,match,b,b,12,Glass,4,4_22
3032,22,2,0.431,23,1,match,b,b,12,Glass,4,4_23
3033,23,2,1.055,24,1,match,b,b,12,Glass,4,4_24
3034,24,2,2.529,25,1,match,b,b,12,Glass,4,4_25
3035,25,2,0.775,26,1,match,b,b,12,Glass,4,4_26
3036,26,2,0.459,27,1,match,b,b,12,Glass,4,4_27
3037,27,2,0.965,28,1,match,b,b,12,Glass,4,4_28
3038,28,2,0.971,29,1,match,b,b,12,Glass,4,4_29
3039,29,2,0.424,30,1,match,b,b,12,Glass,4,4_30
3040,30,2,2.065,31,1,match,b,b,12,Glass,4,4_31
3041,31,2,0.479,32,1,match,b,b,12,Glass,4,4_32
3042,32,2,0.4,33,1,match,b,b,12,Glass,4,4_33
3043,33,2,1.113,34,1,match,b,b,12,Glass,4,4_34
3044,34,2,0.938,35,1,match,b,b,12,Glass,4,4_35
3045,35,2,0.943,36,1,match,b,b,12,Glass,4,4_36
3046,36,2,1.163,37,1,match,b,b,12,Glass,4,4_37
3047,37,2,0.543,38,1,match,b,b,12,Glass,4,4_38
3048,38,2,1.334,39,1,match,b,b,12,Glass,4,4_39
3049,39,2,0.386,40,1,match,b,b,12,Glass,4,4_40
3050,40,2,1.996,41,1,match,b,b,12,Glass,4,4_41
3051,41,2,1.021,42,1,match,b,b,12,Glass,4,4_42
3052,42,2,0.75,43,1,match,b,b,12,Glass,4,4_43
3053,0,2,0.932,1,1,match,a,a,16,Key,4,4_1
3054,1,2,0.95,2,1,match,a,a,16,Key,4,4_2
3055,2,2,1.709,3,1,match,a,a,16,Key,4,4_3
3056,3,2,0.682,4,1,match,a,a,16,Key,4,4_4
3057,4,2,1.56,5,1,match,a,a,16,Key,4,4_5
3058,5,2,0.753,6,1,match,a,a,16,Key,4,4_6
3059,6,2,0.68,7,1,match,a,a,16,Key,4,4_7
3060,7,2,0.969,8,1,match,a,a,16,Key,4,4_8
3061,8,2,0.961,9,1,match,a,a,16,Key,4,4_9
3062,9,2,1.08,10,1,match,a,a,16,Key,4,4_10
3063,10,2,5.637,11,1,match,a,a,16,Key,4,4_11
3064,11,2,1.459,12,1,match,a,a,16,Key,4,4_12
3065,12,2,0.454,13,1,match,a,a,16,Key,4,4_13
3066,13,2,1.07,14,1,match,a,a,16,Key,4,4_14
3067,14,2,1.3,15,1,match,a,a,16,Key,4,4_15
3068,15,2,0.784,16,1,match,a,a,16,Key,4,4_16
3069,16,2,0.701,17,1,match,a,a,16,Key,4,4_17
3070,17,2,0.497,18,1,match,a,a,16,Key,4,4_18
3071,18,2,0.86,19,1,match,a,a,16,Key,4,4_19
3072,19,2,0.978,20,1,match,a,a,16,Key,4,4_20
3073,20,2,1.214,21,1,match,a,a,16,Key,4,4_21
3074,21,2,0.763,22,1,match,a,a,16,Key,4,4_22
3075,22,2,0.509,23,1,match,a,a,16,Key,4,4_23
3076,23,2,1.074,24,1,match,a,a,16,Key,4,4_24
3077,24,2,1.505,25,1,match,a,a,16,Key,4,4_25
3078,25,2,0.723,26,1,match,a,a,16,Key,4,4_26
3079,26,2,1.077,27,1,match,a,a,16,Key,4,4_27
3080,27,2,0.742,28,1,match,a,a,16,Key,4,4_28
3081,28,2,1.095,29,1,match,a,a,16,Key,4,4_29
3082,29,2,1.631,30,1,match,a,a,16,Key,4,4_30
3083,30,2,0.476,31,1,match,a,a,16,Key,4,4_31
3084,31,2,0.687,32,1,match,a,a,16,Key,4,4_32
3085,32,2,0.678,33,1,match,a,a,16,Key,4,4_33
3086,33,2,0.811,34,1,match,a,a,16,Key,4,4_34
3087,34,2,1.728,35,1,match,a,a,16,Key,4,4_35
3088,35,2,1.012,36,1,match,a,a,16,Key,4,4_36
3089,36,2,0.401,37,1,match,a,a,16,Key,4,4_37
3090,37,2,0.499,38,1,match,a,a,16,Key,4,4_38
3091,38,2,1.294,39,1,match,a,a,16,Key,4,4_39
3092,39,2,0.481,40,1,match,a,a,16,Key,4,4_40
3093,40,2,1.068,41,1,match,a,a,16,Key,4,4_41
3094,41,2,1.231,42,1,match,a,a,16,Key,4,4_42
3095,42,2,0.663,43,1,match,a,a,16,Key,4,4_43
3096,0,2,0.611,1,1,match,b,b,20,Plate,4,4_1
3097,1,2,1.341,2,1,match,b,b,20,Plate,4,4_2
3098,2,2,2.057,3,1,match,b,b,20,Plate,4,4_3
3099,3,2,0.718,4,1,match,b,b,20,Plate,4,4_4
3100,4,2,1.572,5,1,match,b,b,20,Plate,4,4_5
3101,5,2,0.932,6,1,match,b,b,20,Plate,4,4_6
3102,6,1,0.983,7,0,match,b,b,20,Plate,4,4_7
3103,7,2,0.877,8,1,match,b,b,20,Plate,4,4_8
3104,8,2,2.188,9,1,match,b,b,20,Plate,4,4_9
3105,9,2,1.211,10,1,match,b,b,20,Plate,4,4_10
3106,10,1,10.093,11,0,match,b,b,20,Plate,4,4_11
3107,11,2,0.876,12,1,match,b,b,20,Plate,4,4_12
3108,12,2,0.448,13,1,match,b,b,20,Plate,4,4_13
3109,13,2,3.651,14,1,match,b,b,20,Plate,4,4_14
3110,14,2,1.449,15,1,match,b,b,20,Plate,4,4_15
3111,15,2,0.953,16,1,match,b,b,20,Plate,4,4_16
3112,16,2,0.657,17,1,match,b,b,20,Plate,4,4_17
3113,17,2,3.845,18,1,match,b,b,20,Plate,4,4_18
3114,18,2,0.905,19,1,match,b,b,20,Plate,4,4_19
3115,19,2,4.256,20,1,match,b,b,20,Plate,4,4_20
3116,20,2,1.985,21,1,match,b,b,20,Plate,4,4_21
3117,21,2,1.84,22,1,match,b,b,20,Plate,4,4_22
3118,22,2,0.562,23,1,match,b,b,20,Plate,4,4_23
3119,23,2,2.253,24,1,match,b,b,20,Plate,4,4_24
3120,24,2,1.48,25,1,match,b,b,20,Plate,4,4_25
3121,25,2,0.619,26,1,match,b,b,20,Plate,4,4_26
3122,26,2,1.865,27,1,match,b,b,20,Plate,4,4_27
3123,27,2,1.106,28,1,match,b,b,20,Plate,4,4_28
3124,28,2,3.447,29,1,match,b,b,20,Plate,4,4_29
3125,29,2,0.817,30,1,match,b,b,20,Plate,4,4_30
3126,30,2,2.308,31,1,match,b,b,20,Plate,4,4_31
3127,31,2,0.664,32,1,match,b,b,20,Plate,4,4_32
3128,32,2,1.961,33,1,match,b,b,20,Plate,4,4_33
3129,33,2,0.545,34,1,match,b,b,20,Plate,4,4_34
3130,34,2,0.679,35,1,match,b,b,20,Plate,4,4_35
3131,35,2,0.797,36,1,match,b,b,20,Plate,4,4_36
3132,36,2,2.422,37,1,match,b,b,20,Plate,4,4_37
3133,37,2,0.94,38,1,match,b,b,20,Plate,4,4_38
3134,38,2,1.87,39,1,match,b,b,20,Plate,4,4_39
3135,39,2,0.915,40,1,match,b,b,20,Plate,4,4_40
3136,40,1,2.964,41,0,match,b,b,20,Plate,4,4_41
3137,41,2,0.901,42,1,match,b,b,20,Plate,4,4_42
3138,42,2,0.597,43,1,match,b,b,20,Plate,4,4_43
3139,0,2,0.827,1,1,match,a,a,23,Screw,4,4_1
3140,1,2,0.929,2,1,match,a,a,23,Screw,4,4_2
3141,2,2,1.898,3,1,match,a,a,23,Screw,4,4_3
3142,3,2,0.72,4,1,match,a,a,23,Screw,4,4_4
3143,4,2,1.637,5,1,match,a,a,23,Screw,4,4_5
3144,5,2,0.836,6,1,match,a,a,23,Screw,4,4_6
3145,6,2,2.031,7,1,match,a,a,23,Screw,4,4_7
3146,7,2,0.711,8,1,match,a,a,23,Screw,4,4_8
3147,8,2,0.921,9,1,match,a,a,23,Screw,4,4_9
3148,9,2,0.977,10,1,match,a,a,23,Screw,4,4_10
3149,10,2,4.626,11,1,match,a,a,23,Screw,4,4_11
3150,11,2,0.746,12,1,match,a,a,23,Screw,4,4_12
3151,12,2,1.244,13,1,match,a,a,23,Screw,4,4_13
3152,13,2,0.665,14,1,match,a,a,23,Screw,4,4_14
3153,14,2,1.308,15,1,match,a,a,23,Screw,4,4_15
3154,15,2,1.461,16,1,match,a,a,23,Screw,4,4_16
3155,16,2,0.438,17,1,match,a,a,23,Screw,4,4_17
3156,17,2,1.468,18,1,match,a,a,23,Screw,4,4_18
3157,18,2,0.64,19,1,match,a,a,23,Screw,4,4_19
3158,19,2,1.999,20,1,match,a,a,23,Screw,4,4_20
3159,20,2,1.107,21,1,match,a,a,23,Screw,4,4_21
3160,21,2,0.937,22,1,match,a,a,23,Screw,4,4_22
3161,22,2,0.459,23,1,match,a,a,23,Screw,4,4_23
3162,23,2,1.222,24,1,match,a,a,23,Screw,4,4_24
3163,24,2,1.02,25,1,match,a,a,23,Screw,4,4_25
3164,25,2,0.693,26,1,match,a,a,23,Screw,4,4_26
3165,26,2,0.539,27,1,match,a,a,23,Screw,4,4_27
3166,27,2,0.792,28,1,match,a,a,23,Screw,4,4_28
3167,28,2,1.329,29,1,match,a,a,23,Screw,4,4_29
3168,29,2,0.277,30,1,match,a,a,23,Screw,4,4_30
3169,30,2,1.461,31,1,match,a,a,23,Screw,4,4_31
3170,31,2,0.954,32,1,match,a,a,23,Screw,4,4_32
3171,32,2,0.739,33,1,match,a,a,23,Screw,4,4_33
3172,33,2,0.475,34,1,match,a,a,23,Screw,4,4_34
3173,34,2,0.989,35,1,match,a,a,23,Screw,4,4_35
3174,35,2,0.76,36,1,match,a,a,23,Screw,4,4_36
3175,36,2,1.565,37,1,match,a,a,23,Screw,4,4_37
3176,37,2,0.801,38,1,match,a,a,23,Screw,4,4_38
3177,38,2,1.376,39,1,match,a,a,23,Screw,4,4_39
3178,39,2,0.432,40,1,match,a,a,23,Screw,4,4_40
3179,40,2,0.792,41,1,match,a,a,23,Screw,4,4_41
3180,41,2,0.913,42,1,match,a,a,23,Screw,4,4_42
3181,42,2,0.488,43,1,match,a,a,23,Screw,4,4_43
3182,0,2,0.751,1,1,match,b,b,2,Bat,4,4_1
3183,1,2,0.686,2,1,match,b,b,2,Bat,4,4_2
3184,2,2,1.183,3,1,match,b,b,2,Bat,4,4_3
3185,3,2,0.645,4,1,match,b,b,2,Bat,4,4_4
3186,4,2,1.654,5,1,match,b,b,2,Bat,4,4_5
3187,5,2,0.876,6,1,match,b,b,2,Bat,4,4_6
3188,6,2,0.734,7,1,match,b,b,2,Bat,4,4_7
3189,7,2,0.757,8,1,match,b,b,2,Bat,4,4_8
3190,8,2,0.792,9,1,match,b,b,2,Bat,4,4_9
3191,9,2,0.925,10,1,match,b,b,2,Bat,4,4_10
3192,10,2,2.515,11,1,match,b,b,2,Bat,4,4_11
3193,11,2,0.922,12,1,match,b,b,2,Bat,4,4_12
3194,12,2,0.393,13,1,match,b,b,2,Bat,4,4_13
3195,13,2,0.806,14,1,match,b,b,2,Bat,4,4_14
3196,14,2,1.282,15,1,match,b,b,2,Bat,4,4_15
3197,15,2,1,16,1,match,b,b,2,Bat,4,4_16
3198,16,2,0.558,17,1,match,b,b,2,Bat,4,4_17
3199,17,1,0.672,18,0,match,b,b,2,Bat,4,4_18
3200,18,2,0.751,19,1,match,b,b,2,Bat,4,4_19
3201,19,2,1.6,20,1,match,b,b,2,Bat,4,4_20
3202,20,2,1.153,21,1,match,b,b,2,Bat,4,4_21
3203,21,2,1.032,22,1,match,b,b,2,Bat,4,4_22
3204,22,2,0.414,23,1,match,b,b,2,Bat,4,4_23
3205,23,2,1.322,24,1,match,b,b,2,Bat,4,4_24
3206,24,2,1.083,25,1,match,b,b,2,Bat,4,4_25
3207,25,2,0.683,26,1,match,b,b,2,Bat,4,4_26
3208,26,2,0.967,27,1,match,b,b,2,Bat,4,4_27
3209,27,2,1.099,28,1,match,b,b,2,Bat,4,4_28
3210,28,2,1.138,29,1,match,b,b,2,Bat,4,4_29
3211,29,2,0.382,30,1,match,b,b,2,Bat,4,4_30
3212,30,2,2.104,31,1,match,b,b,2,Bat,4,4_31
3213,31,2,0.675,32,1,match,b,b,2,Bat,4,4_32
3214,32,2,0.643,33,1,match,b,b,2,Bat,4,4_33
3215,33,2,0.626,34,1,match,b,b,2,Bat,4,4_34
3216,34,2,0.477,35,1,match,b,b,2,Bat,4,4_35
3217,35,2,0.824,36,1,match,b,b,2,Bat,4,4_36
3218,36,2,1.494,37,1,match,b,b,2,Bat,4,4_37
3219,37,2,0.646,38,1,match,b,b,2,Bat,4,4_38
3220,38,2,1.234,39,1,match,b,b,2,Bat,4,4_39
3221,39,2,0.528,40,1,match,b,b,2,Bat,4,4_40
3222,40,2,1.225,41,1,match,b,b,2,Bat,4,4_41
3223,41,2,0.773,42,1,match,b,b,2,Bat,4,4_42
3224,42,2,0.578,43,1,match,b,b,2,Bat,4,4_43
3225,0,2,1.022,1,1,match,a,a,5,Bowl,4,4_1
3226,1,2,1,2,1,match,a,a,5,Bowl,4,4_2
3227,2,2,1.657,3,1,match,a,a,5,Bowl,4,4_3
3228,3,2,0.525,4,1,match,a,a,5,Bowl,4,4_4
3229,4,2,1.686,5,1,match,a,a,5,Bowl,4,4_5
3230,5,2,0.898,6,1,match,a,a,5,Bowl,4,4_6
3231,6,2,1.177,7,1,match,a,a,5,Bowl,4,4_7
3232,7,2,0.558,8,1,match,a,a,5,Bowl,4,4_8
3233,8,2,1.18,9,1,match,a,a,5,Bowl,4,4_9
3234,9,2,0.72,10,1,match,a,a,5,Bowl,4,4_10
3235,10,2,3.726,11,1,match,a,a,5,Bowl,4,4_11
3236,11,2,0.821,12,1,match,a,a,5,Bowl,4,4_12
3237,12,2,0.458,13,1,match,a,a,5,Bowl,4,4_13
3238,13,2,0.809,14,1,match,a,a,5,Bowl,4,4_14
3239,14,2,1.256,15,1,match,a,a,5,Bowl,4,4_15
3240,15,2,0.859,16,1,match,a,a,5,Bowl,4,4_16
3241,16,2,0.646,17,1,match,a,a,5,Bowl,4,4_17
3242,17,2,0.502,18,1,match,a,a,5,Bowl,4,4_18
3243,18,2,1.054,19,1,match,a,a,5,Bowl,4,4_19
3244,19,2,1.447,20,1,match,a,a,5,Bowl,4,4_20
3245,20,2,1.237,21,1,match,a,a,5,Bowl,4,4_21
3246,21,2,0.99,22,1,match,a,a,5,Bowl,4,4_22
3247,22,2,0.761,23,1,match,a,a,5,Bowl,4,4_23
3248,23,2,1.375,24,1,match,a,a,5,Bowl,4,4_24
3249,24,1,3.097,25,0,match,a,a,5,Bowl,4,4_25
3250,25,2,0.454,26,1,match,a,a,5,Bowl,4,4_26
3251,26,2,0.525,27,1,match,a,a,5,Bowl,4,4_27
3252,27,2,2.568,28,1,match,a,a,5,Bowl,4,4_28
3253,28,2,2.15,29,1,match,a,a,5,Bowl,4,4_29
3254,29,2,0.655,30,1,match,a,a,5,Bowl,4,4_30
3255,30,2,1.622,31,1,match,a,a,5,Bowl,4,4_31
3256,31,2,1.349,32,1,match,a,a,5,Bowl,4,4_32
3257,32,2,0.057,33,1,match,a,a,5,Bowl,4,4_33
3258,33,2,0.817,34,1,match,a,a,5,Bowl,4,4_34
3259,34,2,1.217,35,1,match,a,a,5,Bowl,4,4_35
3260,35,2,0.814,36,1,match,a,a,5,Bowl,4,4_36
3261,36,2,1.965,37,1,match,a,a,5,Bowl,4,4_37
3262,37,2,0.747,38,1,match,a,a,5,Bowl,4,4_38
3263,38,2,1.648,39,1,match,a,a,5,Bowl,4,4_39
3264,39,2,0.429,40,1,match,a,a,5,Bowl,4,4_40
3265,40,2,1.004,41,1,match,a,a,5,Bowl,4,4_41
3266,41,2,0.536,42,1,match,a,a,5,Bowl,4,4_42
3267,42,2,0.744,43,1,match,a,a,5,Bowl,4,4_43
3268,0,2,0.693,1,1,match,b,b,9,Clthspnh,4,4_1
3269,1,2,1.001,2,1,match,b,b,9,Clthspnh,4,4_2
3270,2,2,1.071,3,1,match,b,b,9,Clthspnh,4,4_3
3271,3,2,0.632,4,1,match,b,b,9,Clthspnh,4,4_4
3272,4,2,1.467,5,1,match,b,b,9,Clthspnh,4,4_5
3273,5,2,1.167,6,1,match,b,b,9,Clthspnh,4,4_6
3274,6,2,1.104,7,1,match,b,b,9,Clthspnh,4,4_7
3275,7,2,1.16,8,1,match,b,b,9,Clthspnh,4,4_8
3276,8,2,1.01,9,1,match,b,b,9,Clthspnh,4,4_9
3277,9,2,0.919,10,1,match,b,b,9,Clthspnh,4,4_10
3278,10,2,9.817,11,1,match,b,b,9,Clthspnh,4,4_11
3279,11,2,1.133,12,1,match,b,b,9,Clthspnh,4,4_12
3280,12,2,0.797,13,1,match,b,b,9,Clthspnh,4,4_13
3281,13,2,1.047,14,1,match,b,b,9,Clthspnh,4,4_14
3282,14,2,1.422,15,1,match,b,b,9,Clthspnh,4,4_15
3283,15,2,1.124,16,1,match,b,b,9,Clthspnh,4,4_16
3284,16,2,0.669,17,1,match,b,b,9,Clthspnh,4,4_17
3285,17,2,0.493,18,1,match,b,b,9,Clthspnh,4,4_18
3286,18,2,0.605,19,1,match,b,b,9,Clthspnh,4,4_19
3287,19,2,2.193,20,1,match,b,b,9,Clthspnh,4,4_20
3288,20,2,1.244,21,1,match,b,b,9,Clthspnh,4,4_21
3289,21,2,0.65,22,1,match,b,b,9,Clthspnh,4,4_22
3290,22,2,0.458,23,1,match,b,b,9,Clthspnh,4,4_23
3291,23,2,1.599,24,1,match,b,b,9,Clthspnh,4,4_24
3292,24,2,1.426,25,1,match,b,b,9,Clthspnh,4,4_25
3293,25,2,0.697,26,1,match,b,b,9,Clthspnh,4,4_26
3294,26,1,0.976,27,0,match,b,b,9,Clthspnh,4,4_27
3295,27,2,0.997,28,1,match,b,b,9,Clthspnh,4,4_28
3296,28,2,1.31,29,1,match,b,b,9,Clthspnh,4,4_29
3297,29,2,0.517,30,1,match,b,b,9,Clthspnh,4,4_30
3298,30,2,3.031,31,1,match,b,b,9,Clthspnh,4,4_31
3299,31,2,1.185,32,1,match,b,b,9,Clthspnh,4,4_32
3300,32,2,0.323,33,1,match,b,b,9,Clthspnh,4,4_33
3301,33,2,0.624,34,1,match,b,b,9,Clthspnh,4,4_34
3302,34,2,1.219,35,1,match,b,b,9,Clthspnh,4,4_35
3303,35,2,1.168,36,1,match,b,b,9,Clthspnh,4,4_36
3304,36,2,1.886,37,1,match,b,b,9,Clthspnh,4,4_37
3305,37,2,0.421,38,1,match,b,b,9,Clthspnh,4,4_38
3306,38,2,1.527,39,1,match,b,b,9,Clthspnh,4,4_39
3307,39,2,1.203,40,1,match,b,b,9,Clthspnh,4,4_40
3308,40,2,1.933,41,1,match,b,b,9,Clthspnh,4,4_41
3309,41,2,0.553,42,1,match,b,b,9,Clthspnh,4,4_42
3310,42,2,0.546,43,1,match,b,b,9,Clthspnh,4,4_43
3311,0,2,0.888,1,1,match,a,a,11,frxtinguisher,4,4_1
3312,1,2,1.453,2,1,match,a,a,11,frxtinguisher,4,4_2
3313,2,2,1.073,3,1,match,a,a,11,frxtinguisher,4,4_3
3314,3,2,0.891,4,1,match,a,a,11,frxtinguisher,4,4_4
3315,4,2,2.028,5,1,match,a,a,11,frxtinguisher,4,4_5
3316,5,2,0.967,6,1,match,a,a,11,frxtinguisher,4,4_6
3317,6,2,0.775,7,1,match,a,a,11,frxtinguisher,4,4_7
3318,7,2,1.642,8,1,match,a,a,11,frxtinguisher,4,4_8
3319,8,2,0.836,9,1,match,a,a,11,frxtinguisher,4,4_9
3320,9,2,0.982,10,1,match,a,a,11,frxtinguisher,4,4_10
3321,10,2,3.467,11,1,match,a,a,11,frxtinguisher,4,4_11
3322,11,2,0.928,12,1,match,a,a,11,frxtinguisher,4,4_12
3323,12,2,0.373,13,1,match,a,a,11,frxtinguisher,4,4_13
3324,13,2,1.557,14,1,match,a,a,11,frxtinguisher,4,4_14
3325,14,2,1.208,15,1,match,a,a,11,frxtinguisher,4,4_15
3326,15,2,1.247,16,1,match,a,a,11,frxtinguisher,4,4_16
3327,16,2,0.752,17,1,match,a,a,11,frxtinguisher,4,4_17
3328,17,2,0.868,18,1,match,a,a,11,frxtinguisher,4,4_18
3329,18,2,0.778,19,1,match,a,a,11,frxtinguisher,4,4_19
3330,19,2,1.094,20,1,match,a,a,11,frxtinguisher,4,4_20
3331,20,2,0.935,21,1,match,a,a,11,frxtinguisher,4,4_21
3332,21,2,0.959,22,1,match,a,a,11,frxtinguisher,4,4_22
3333,22,2,0.69,23,1,match,a,a,11,frxtinguisher,4,4_23
3334,23,2,1.374,24,1,match,a,a,11,frxtinguisher,4,4_24
3335,24,2,1.061,25,1,match,a,a,11,frxtinguisher,4,4_25
3336,25,2,0.664,26,1,match,a,a,11,frxtinguisher,4,4_26
3337,26,2,1.125,27,1,match,a,a,11,frxtinguisher,4,4_27
3338,27,2,0.744,28,1,match,a,a,11,frxtinguisher,4,4_28
3339,28,1,3.101,29,0,match,a,a,11,frxtinguisher,4,4_29
3340,29,2,0.503,30,1,match,a,a,11,frxtinguisher,4,4_30
3341,30,2,0.483,31,1,match,a,a,11,frxtinguisher,4,4_31
3342,31,2,0.848,32,1,match,a,a,11,frxtinguisher,4,4_32
3343,32,2,0.558,33,1,match,a,a,11,frxtinguisher,4,4_33
3344,33,2,0.663,34,1,match,a,a,11,frxtinguisher,4,4_34
3345,34,2,0.563,35,1,match,a,a,11,frxtinguisher,4,4_35
3346,35,2,0.85,36,1,match,a,a,11,frxtinguisher,4,4_36
3347,36,2,1.473,37,1,match,a,a,11,frxtinguisher,4,4_37
3348,37,2,0.619,38,1,match,a,a,11,frxtinguisher,4,4_38
3349,38,2,1.155,39,1,match,a,a,11,frxtinguisher,4,4_39
3350,39,2,0.426,40,1,match,a,a,11,frxtinguisher,4,4_40
3351,40,2,1.4,41,1,match,a,a,11,frxtinguisher,4,4_41
3352,41,2,0.892,42,1,match,a,a,11,frxtinguisher,4,4_42
3353,42,2,0.677,43,1,match,a,a,11,frxtinguisher,4,4_43
3354,0,2,0.725,1,1,match,b,b,17,Nail,4,4_1
3355,1,2,0.861,2,1,match,b,b,17,Nail,4,4_2
3356,2,2,0.889,3,1,match,b,b,17,Nail,4,4_3
3357,3,2,0.998,4,1,match,b,b,17,Nail,4,4_4
3358,4,2,1.565,5,1,match,b,b,17,Nail,4,4_5
3359,5,2,0.72,6,1,match,b,b,17,Nail,4,4_6
3360,6,2,1.202,7,1,match,b,b,17,Nail,4,4_7
3361,7,2,1.153,8,1,match,b,b,17,Nail,4,4_8
3362,8,2,1.131,9,1,match,b,b,17,Nail,4,4_9
3363,9,2,1.24,10,1,match,b,b,17,Nail,4,4_10
3364,10,1,8.311,11,0,match,b,b,17,Nail,4,4_11
3365,11,2,1.071,12,1,match,b,b,17,Nail,4,4_12
3366,12,2,0.521,13,1,match,b,b,17,Nail,4,4_13
3367,13,2,2.89,14,1,match,b,b,17,Nail,4,4_14
3368,14,2,1.182,15,1,match,b,b,17,Nail,4,4_15
3369,15,2,1.498,16,1,match,b,b,17,Nail,4,4_16
3370,16,2,0.497,17,1,match,b,b,17,Nail,4,4_17
3371,17,2,0.882,18,1,match,b,b,17,Nail,4,4_18
3372,18,2,0.894,19,1,match,b,b,17,Nail,4,4_19
3373,19,2,2.706,20,1,match,b,b,17,Nail,4,4_20
3374,20,2,1.117,21,1,match,b,b,17,Nail,4,4_21
3375,21,2,0.892,22,1,match,b,b,17,Nail,4,4_22
3376,22,2,0.923,23,1,match,b,b,17,Nail,4,4_23
3377,23,2,0.929,24,1,match,b,b,17,Nail,4,4_24
3378,24,2,1.149,25,1,match,b,b,17,Nail,4,4_25
3379,25,2,0.651,26,1,match,b,b,17,Nail,4,4_26
3380,26,2,1.464,27,1,match,b,b,17,Nail,4,4_27
3381,27,2,1.307,28,1,match,b,b,17,Nail,4,4_28
3382,28,2,1.303,29,1,match,b,b,17,Nail,4,4_29
3383,29,2,0.612,30,1,match,b,b,17,Nail,4,4_30
3384,30,2,0.496,31,1,match,b,b,17,Nail,4,4_31
3385,31,2,1.387,32,1,match,b,b,17,Nail,4,4_32
3386,32,2,1.029,33,1,match,b,b,17,Nail,4,4_33
3387,33,2,0.345,34,1,match,b,b,17,Nail,4,4_34
3388,34,2,0.694,35,1,match,b,b,17,Nail,4,4_35
3389,35,2,0.922,36,1,match,b,b,17,Nail,4,4_36
3390,36,2,2.108,37,1,match,b,b,17,Nail,4,4_37
3391,37,2,0.524,38,1,match,b,b,17,Nail,4,4_38
3392,38,2,2.951,39,1,match,b,b,17,Nail,4,4_39
3393,39,2,0.444,40,1,match,b,b,17,Nail,4,4_40
3394,40,2,1.449,41,1,match,b,b,17,Nail,4,4_41
3395,41,2,0.684,42,1,match,b,b,17,Nail,4,4_42
3396,42,2,1.149,43,1,match,b,b,17,Nail,4,4_43
3397,0,2,0.896,1,1,match,a,a,24,Tire,4,4_1
3398,1,2,1.096,2,1,match,a,a,24,Tire,4,4_2
3399,2,2,0.957,3,1,match,a,a,24,Tire,4,4_3
3400,3,2,0.518,4,1,match,a,a,24,Tire,4,4_4
3401,4,2,1.436,5,1,match,a,a,24,Tire,4,4_5
3402,5,2,1.851,6,1,match,a,a,24,Tire,4,4_6
3403,6,2,0.779,7,1,match,a,a,24,Tire,4,4_7
3404,7,2,1.01,8,1,match,a,a,24,Tire,4,4_8
3405,8,2,1.038,9,1,match,a,a,24,Tire,4,4_9
3406,9,2,0.525,10,1,match,a,a,24,Tire,4,4_10
3407,10,2,7.722,11,1,match,a,a,24,Tire,4,4_11
3408,11,2,1.242,12,1,match,a,a,24,Tire,4,4_12
